FFT
power: 4
N:  1296
N1: 216
N2: 36
N3: 6
2,1,2,5	485->1160
2,1,3,0	486->116
2,1,3,1	487->332
2,1,3,2	488->548
2,1,3,3	489->764
2,1,3,4	490->980
2,1,3,5	491->1196
2,1,4,0	492->152
2,1,4,1	493->368
2,1,4,2	494->584
2,1,4,3	495->800
2,1,4,4	496->1016
2,1,4,5	497->1232
2,1,5,0	498->188
2,1,5,1	499->404
2,1,5,2	500->620
2,1,5,3	501->836
2,1,5,4	502->1052
2,1,5,5	503->1268
2,2,0,0	504->14
2,2,0,1	505->230
2,2,0,2	506->446
2,2,0,3	507->662
2,2,0,4	508->878
2,2,0,5	509->1094
2,2,1,0	510->50
2,2,1,1	511->266
2,2,1,2	512->482
2,2,1,3	513->698
2,2,1,4	514->914
2,2,1,5	515->1130
2,2,2,0	516->86
2,2,2,1	517->302
2,2,2,2	518->518
2,2,2,3	519->734
2,2,2,4	520->950
2,2,2,5	521->1166
2,2,3,0	522->122
2,2,3,1	523->338
2,2,3,2	524->554
2,2,3,3	525->770
2,2,3,4	526->986
2,2,3,5	527->1202
2,2,4,0	528->158
2,2,4,1	529->374
2,2,4,2	530->590
2,2,4,3	531->806
2,2,4,4	532->1022
2,2,4,5	533->1238
2,2,5,0	534->194
2,2,5,1	535->410
2,2,5,2	536->626
2,2,5,3	537->842
2,2,5,4	538->1058
2,2,5,5	539->1274
2,3,0,0	540->20
2,3,0,1	541->236
2,3,0,2	542->452
2,3,0,3	543->668
2,3,0,4	544->884
2,3,0,5	545->1100
2,3,1,0	546->56
2,3,1,1	547->272
2,3,1,2	548->488
2,3,1,3	549->704
2,3,1,4	550->920
2,3,1,5	551->1136
2,3,2,0	552->92
2,3,2,1	553->308
2,3,2,2	554->524
2,3,2,3	555->740
2,3,2,4	556->956
2,3,2,5	557->1172
2,3,3,0	558->128
2,3,3,1	559->344
2,3,3,2	560->560
2,3,3,3	561->776
2,3,3,4	562->992
2,3,3,5	563->1208
2,3,4,0	564->164
2,3,4,1	565->380
2,3,4,2	566->596
2,3,4,3	567->812
2,3,4,4	568->1028
2,3,4,5	569->1244
2,3,5,0	570->200
2,3,5,1	571->416
2,3,5,2	572->632
2,3,5,3	573->848
2,3,5,4	574->1064
2,3,5,5	575->1280
2,4,0,0	576->26
2,4,0,1	577->242
2,4,0,2	578->458
2,4,0,3	579->674
2,4,0,4	580->890
2,4,0,5	581->1106
2,4,1,0	582->62
2,4,1,1	583->278
2,4,1,2	584->494
2,4,1,3	585->710
2,4,1,4	586->926
2,4,1,5	587->1142
2,4,2,0	588->98
2,4,2,1	589->314
2,4,2,2	590->530
2,4,2,3	591->746
2,4,2,4	592->962
2,4,2,5	593->1178
2,4,3,0	594->134
2,4,3,1	595->350
2,4,3,2	596->566
2,4,3,3	597->782
2,4,3,4	598->998
2,4,3,5	599->1214
2,4,4,0	600->170
2,4,4,1	601->386
2,4,4,2	602->602
2,4,4,3	603->818
2,4,4,4	604->1034
2,4,4,5	605->1250
2,4,5,0	606->206
2,4,5,1	607->422
2,4,5,2	608->638
2,4,5,3	609->854
2,4,5,4	610->1070
2,4,5,5	611->1286
2,5,0,0	612->32
2,5,0,1	613->248
2,5,0,2	614->464
2,5,0,3	615->680
2,5,0,4	616->896
2,5,0,5	617->1112
2,5,1,0	618->68
2,5,1,1	619->284
2,5,1,2	620->500
2,5,1,3	621->716
2,5,1,4	622->932
2,5,1,5	623->1148
2,5,2,0	624->104
2,5,2,1	625->320
2,5,2,2	626->536
2,5,2,3	627->752
2,5,2,4	628->968
2,5,2,5	629->1184
2,5,3,0	630->140
2,5,3,1	631->356
2,5,3,2	632->572
2,5,3,3	633->788
2,5,3,4	634->1004
2,5,3,5	635->1220
2,5,4,0	636->176
2,5,4,1	637->392
2,5,4,2	638->608
2,5,4,3	639->824
2,5,4,4	640->1040
2,5,4,5	641->1256
2,5,5,0	642->212
2,5,5,1	643->428
2,5,5,2	644->644
2,5,5,3	645->860
2,5,5,4	646->1076
2,5,5,5	647->1292
3,0,0,0	648->3
3,0,0,1	649->219
3,0,0,2	650->435
3,0,0,3	651->651
3,0,0,4	652->867
3,0,0,5	653->1083
3,0,1,0	654->39
3,0,1,1	655->255
3,0,1,2	656->471
3,0,1,3	657->687
3,0,1,4	658->903
3,0,1,5	659->1119
3,0,2,0	660->75
3,0,2,1	661->291
3,0,2,2	662->507
3,0,2,3	663->723
3,0,2,4	664->939
3,0,2,5	665->1155
3,0,3,0	666->111
3,0,3,1	667->327
3,0,3,2	668->543
3,0,3,3	669->759
3,0,3,4	670->975
3,0,3,5	671->1191
3,0,4,0	672->147
3,0,4,1	673->363
3,0,4,2	674->579
3,0,4,3	675->795
3,0,4,4	676->1011
3,0,4,5	677->1227
3,0,5,0	678->183
3,0,5,1	679->399
3,0,5,2	680->615
3,0,5,3	681->831
3,0,5,4	682->1047
3,0,5,5	683->1263
3,1,0,0	684->9
3,1,0,1	685->225
3,1,0,2	686->441
3,1,0,3	687->657
3,1,0,4	688->873
3,1,0,5	689->1089
3,1,1,0	690->45
3,1,1,1	691->261
3,1,1,2	692->477
3,1,1,3	693->693
3,1,1,4	694->909
3,1,1,5	695->1125
3,1,2,0	696->81
3,1,2,1	697->297
3,1,2,2	698->513
3,1,2,3	699->729
3,1,2,4	700->945
3,1,2,5	701->1161
3,1,3,0	702->117
3,1,3,1	703->333
3,1,3,2	704->549
3,1,3,3	705->765
3,1,3,4	706->981
3,1,3,5	707->1197
3,1,4,0	708->153
3,1,4,1	709->369
3,1,4,2	710->585
3,1,4,3	711->801
3,1,4,4	712->1017
3,1,4,5	713->1233
3,1,5,0	714->189
3,1,5,1	715->405
3,1,5,2	716->621
3,1,5,3	717->837
3,1,5,4	718->1053
3,1,5,5	719->1269
3,2,0,0	720->15
3,2,0,1	721->231
3,2,0,2	722->447
3,2,0,3	723->663
3,2,0,4	724->879
3,2,0,5	725->1095
3,2,1,0	726->51
3,2,1,1	727->267
3,2,1,2	728->483
3,2,1,3	729->699
3,2,1,4	730->915
3,2,1,5	731->1131
3,2,2,0	732->87
3,2,2,1	733->303
3,2,2,2	734->519
3,2,2,3	735->735
3,2,2,4	736->951
3,2,2,5	737->1167
3,2,3,0	738->123
3,2,3,1	739->339
3,2,3,2	740->555
3,2,3,3	741->771
3,2,3,4	742->987
3,2,3,5	743->1203
3,2,4,0	744->159
3,2,4,1	745->375
3,2,4,2	746->591
3,2,4,3	747->807
3,2,4,4	748->1023
3,2,4,5	749->1239
3,2,5,0	750->195
3,2,5,1	751->411
3,2,5,2	752->627
3,2,5,3	753->843
3,2,5,4	754->1059
3,2,5,5	755->1275
3,3,0,0	756->21
3,3,0,1	757->237
3,3,0,2	758->453
3,3,0,3	759->669
3,3,0,4	760->885
3,3,0,5	761->1101
3,3,1,0	762->57
3,3,1,1	763->273
3,3,1,2	764->489
3,3,1,3	765->705
3,3,1,4	766->921
3,3,1,5	767->1137
3,3,2,0	768->93
3,3,2,1	769->309
3,3,2,2	770->525
3,3,2,3	771->741
3,3,2,4	772->957
3,3,2,5	773->1173
3,3,3,0	774->129
3,3,3,1	775->345
3,3,3,2	776->561
3,3,3,3	777->777
3,3,3,4	778->993
3,3,3,5	779->1209
3,3,4,0	780->165
3,3,4,1	781->381
3,3,4,2	782->597
3,3,4,3	783->813
3,3,4,4	784->1029
3,3,4,5	785->1245
3,3,5,0	786->201
3,3,5,1	787->417
3,3,5,2	788->633
3,3,5,3	789->849
3,3,5,4	790->1065
3,3,5,5	791->1281
3,4,0,0	792->27
3,4,0,1	793->243
3,4,0,2	794->459
3,4,0,3	795->675
3,4,0,4	796->891
3,4,0,5	797->1107
3,4,1,0	798->63
3,4,1,1	799->279
3,4,1,2	800->495
3,4,1,3	801->711
3,4,1,4	802->927
3,4,1,5	803->1143
3,4,2,0	804->99
3,4,2,1	805->315
3,4,2,2	806->531
3,4,2,3	807->747
3,4,2,4	808->963
3,4,2,5	809->1179
3,4,3,0	810->135
3,4,3,1	811->351
3,4,3,2	812->567
3,4,3,3	813->783
3,4,3,4	814->999
3,4,3,5	815->1215
3,4,4,0	816->171
3,4,4,1	817->387
3,4,4,2	818->603
3,4,4,3	819->819
3,4,4,4	820->1035
3,4,4,5	821->1251
3,4,5,0	822->207
3,4,5,1	823->423
3,4,5,2	824->639
3,4,5,3	825->855
3,4,5,4	826->1071
3,4,5,5	827->1287
3,5,0,0	828->33
3,5,0,1	829->249
3,5,0,2	830->465
3,5,0,3	831->681
3,5,0,4	832->897
3,5,0,5	833->1113
3,5,1,0	834->69
3,5,1,1	835->285
3,5,1,2	836->501
3,5,1,3	837->717
3,5,1,4	838->933
3,5,1,5	839->1149
3,5,2,0	840->105
3,5,2,1	841->321
3,5,2,2	842->537
3,5,2,3	843->753
3,5,2,4	844->969
3,5,2,5	845->1185
3,5,3,0	846->141
3,5,3,1	847->357
3,5,3,2	848->573
3,5,3,3	849->789
3,5,3,4	850->1005
3,5,3,5	851->1221
3,5,4,0	852->177
3,5,4,1	853->393
3,5,4,2	854->609
3,5,4,3	855->825
3,5,4,4	856->1041
3,5,4,5	857->1257
3,5,5,0	858->213
3,5,5,1	859->429
3,5,5,2	860->645
3,5,5,3	861->861
3,5,5,4	862->1077
3,5,5,5	863->1293
4,0,0,0	864->4
4,0,0,1	865->220
4,0,0,2	866->436
4,0,0,3	867->652
4,0,0,4	868->868
4,0,0,5	869->1084
4,0,1,0	870->40
4,0,1,1	871->256
4,0,1,2	872->472
4,0,1,3	873->688
4,0,1,4	874->904
4,0,1,5	875->1120
4,0,2,0	876->76
4,0,2,1	877->292
4,0,2,2	878->508
4,0,2,3	879->724
4,0,2,4	880->940
4,0,2,5	881->1156
4,0,3,0	882->112
4,0,3,1	883->328
4,0,3,2	884->544
4,0,3,3	885->760
4,0,3,4	886->976
4,0,3,5	887->1192
4,0,4,0	888->148
4,0,4,1	889->364
4,0,4,2	890->580
4,0,4,3	891->796
4,0,4,4	892->1012
4,0,4,5	893->1228
4,0,5,0	894->184
4,0,5,1	895->400
4,0,5,2	896->616
4,0,5,3	897->832
4,0,5,4	898->1048
4,0,5,5	899->1264
4,1,0,0	900->10
4,1,0,1	901->226
4,1,0,2	902->442
4,1,0,3	903->658
4,1,0,4	904->874
4,1,0,5	905->1090
4,1,1,0	906->46
4,1,1,1	907->262
4,1,1,2	908->478
4,1,1,3	909->694
4,1,1,4	910->910
4,1,1,5	911->1126
4,1,2,0	912->82
4,1,2,1	913->298
4,1,2,2	914->514
4,1,2,3	915->730
4,1,2,4	916->946
4,1,2,5	917->1162
4,1,3,0	918->118
4,1,3,1	919->334
4,1,3,2	920->550
4,1,3,3	921->766
4,1,3,4	922->982
4,1,3,5	923->1198
4,1,4,0	924->154
4,1,4,1	925->370
4,1,4,2	926->586
4,1,4,3	927->802
4,1,4,4	928->1018
4,1,4,5	929->1234
4,1,5,0	930->190
4,1,5,1	931->406
4,1,5,2	932->622
4,1,5,3	933->838
4,1,5,4	934->1054
4,1,5,5	935->1270
4,2,0,0	936->16
4,2,0,1	937->232
4,2,0,2	938->448
4,2,0,3	939->664
4,2,0,4	940->880
4,2,0,5	941->1096
4,2,1,0	942->52
4,2,1,1	943->268
4,2,1,2	944->484
4,2,1,3	945->700
4,2,1,4	946->916
4,2,1,5	947->1132
4,2,2,0	948->88
4,2,2,1	949->304
4,2,2,2	950->520
4,2,2,3	951->736
4,2,2,4	952->952
4,2,2,5	953->1168
4,2,3,0	954->124
4,2,3,1	955->340
4,2,3,2	956->556
4,2,3,3	957->772
4,2,3,4	958->988
4,2,3,5	959->1204
4,2,4,0	960->160
4,2,4,1	961->376
4,2,4,2	962->592
4,2,4,3	963->808
4,2,4,4	964->1024
4,2,4,5	965->1240
4,2,5,0	966->196
4,2,5,1	967->412
4,2,5,2	968->628
4,2,5,3	969->844
4,2,5,4	970->1060
4,2,5,5	971->1276
4,3,0,0	972->22
4,3,0,1	973->238
4,3,0,2	974->454
4,3,0,3	975->670
4,3,0,4	976->886
4,3,0,5	977->1102
4,3,1,0	978->58
4,3,1,1	979->274
4,3,1,2	980->490
4,3,1,3	981->706
4,3,1,4	982->922
4,3,1,5	983->1138
4,3,2,0	984->94
4,3,2,1	985->310
4,3,2,2	986->526
4,3,2,3	987->742
4,3,2,4	988->958
4,3,2,5	989->1174
4,3,3,0	990->130
4,3,3,1	991->346
4,3,3,2	992->562
4,3,3,3	993->778
4,3,3,4	994->994
4,3,3,5	995->1210
4,3,4,0	996->166
4,3,4,1	997->382
4,3,4,2	998->598
4,3,4,3	999->814
4,3,4,4	1000->1030
4,3,4,5	1001->1246
4,3,5,0	1002->202
4,3,5,1	1003->418
4,3,5,2	1004->634
4,3,5,3	1005->850
4,3,5,4	1006->1066
4,3,5,5	1007->1282
4,4,0,0	1008->28
4,4,0,1	1009->244
4,4,0,2	1010->460
4,4,0,3	1011->676
4,4,0,4	1012->892
4,4,0,5	1013->1108
4,4,1,0	1014->64
4,4,1,1	1015->280
4,4,1,2	1016->496
4,4,1,3	1017->712
4,4,1,4	1018->928
4,4,1,5	1019->1144
4,4,2,0	1020->100
4,4,2,1	1021->316
4,4,2,2	1022->532
4,4,2,3	1023->748
4,4,2,4	1024->964
4,4,2,5	1025->1180
4,4,3,0	1026->136
4,4,3,1	1027->352
4,4,3,2	1028->568
4,4,3,3	1029->784
4,4,3,4	1030->1000
4,4,3,5	1031->1216
4,4,4,0	1032->172
4,4,4,1	1033->388
4,4,4,2	1034->604
4,4,4,3	1035->820
4,4,4,4	1036->1036
4,4,4,5	1037->1252
4,4,5,0	1038->208
4,4,5,1	1039->424
4,4,5,2	1040->640
4,4,5,3	1041->856
4,4,5,4	1042->1072
4,4,5,5	1043->1288
4,5,0,0	1044->34
4,5,0,1	1045->250
4,5,0,2	1046->466
4,5,0,3	1047->682
4,5,0,4	1048->898
4,5,0,5	1049->1114
4,5,1,0	1050->70
4,5,1,1	1051->286
4,5,1,2	1052->502
4,5,1,3	1053->718
4,5,1,4	1054->934
4,5,1,5	1055->1150
4,5,2,0	1056->106
4,5,2,1	1057->322
4,5,2,2	1058->538
4,5,2,3	1059->754
4,5,2,4	1060->970
4,5,2,5	1061->1186
4,5,3,0	1062->142
4,5,3,1	1063->358
4,5,3,2	1064->574
4,5,3,3	1065->790
4,5,3,4	1066->1006
4,5,3,5	1067->1222
4,5,4,0	1068->178
4,5,4,1	1069->394
4,5,4,2	1070->610
4,5,4,3	1071->826
4,5,4,4	1072->1042
4,5,4,5	1073->1258
4,5,5,0	1074->214
4,5,5,1	1075->430
4,5,5,2	1076->646
4,5,5,3	1077->862
4,5,5,4	1078->1078
4,5,5,5	1079->1294
5,0,0,0	1080->5
5,0,0,1	1081->221
5,0,0,2	1082->437
5,0,0,3	1083->653
5,0,0,4	1084->869
5,0,0,5	1085->1085
5,0,1,0	1086->41
5,0,1,1	1087->257
5,0,1,2	1088->473
5,0,1,3	1089->689
5,0,1,4	1090->905
5,0,1,5	1091->1121
5,0,2,0	1092->77
5,0,2,1	1093->293
5,0,2,2	1094->509
5,0,2,3	1095->725
5,0,2,4	1096->941
5,0,2,5	1097->1157
5,0,3,0	1098->113
5,0,3,1	1099->329
5,0,3,2	1100->545
5,0,3,3	1101->761
5,0,3,4	1102->977
5,0,3,5	1103->1193
5,0,4,0	1104->149
5,0,4,1	1105->365
5,0,4,2	1106->581
5,0,4,3	1107->797
5,0,4,4	1108->1013
5,0,4,5	1109->1229
5,0,5,0	1110->185
5,0,5,1	1111->401
5,0,5,2	1112->617
5,0,5,3	1113->833
5,0,5,4	1114->1049
5,0,5,5	1115->1265
5,1,0,0	1116->11
5,1,0,1	1117->227
5,1,0,2	1118->443
5,1,0,3	1119->659
5,1,0,4	1120->875
5,1,0,5	1121->1091
5,1,1,0	1122->47
