1.01787	0
0.826393	-0.591393
0.326554	-0.957342
-0.28905	-0.96212
-0.788223	-0.610136
-0.988823	-0.0383316
-0.822847	0.540531
-0.354858	0.916489
0.244741	0.954066
0.758476	0.637284
0.995657	0.0774671
0.861911	-0.520776
0.400602	-0.931042
-0.216156	-0.993224
-0.751976	-0.681465
-1.00214	-0.117016
-0.876194	0.482906
-0.42867	0.894375
0.170169	0.970804
0.701907	0.689417
0.975327	0.152696
0.888701	-0.44683
0.467116	-0.888715
-0.137947	-1.00256
-0.697717	-0.738466
-0.995324	-0.195277
-0.917317	0.416513
-0.49961	0.8636
0.0947124	0.984115
0.646435	0.74189
0.959487	0.227642
0.920777	-0.376591
0.536074	-0.852143
-0.0600605	-1.01385
-0.636841	-0.788307
-0.955668	-0.265747
-0.88811	0.322878
-0.49273	0.716945
0.0138962	0.76857
0.386059	0.519924
0.491524	0.157925
0.367435	-0.118137
0.158938	-0.214848
0.00225273	-0.168238
-0.053507	-0.0765422
-0.0405545	-0.0143929
-0.0136438	0.00351679
-0.00136563	0.000440603
-0.000906075	-0.00178856
-0.000821396	0.000299632
0.00165644	0.00108946
0.00254576	-0.00084279
0.000542003	-0.00177868
-0.00102024	0.000102693
0.000194854	0.00208729
0.00217415	0.00144749
0.00191527	-0.000574554
-0.000179103	-0.000880961
-0.0011415	0.000960931
0.000214166	0.00232449
0.00177776	0.00140019
0.00128748	-0.000359357
-0.000551018	-0.000450408
-0.00121986	0.00118879
6.30779e-05	0.00224467
0.00138097	0.00131942
0.000874812	-0.000220332
-0.000738413	-0.000246676
-0.001272	0.00120838
-0.00010183	0.00210595
0.00106657	0.00125336
0.000609903	-0.000125928
-0.000828139	-0.000152806
-0.00130564	0.00114678
-0.00025359	0.00195979
0.000816437	0.00120143
0.00043081	-5.59195e-05
-0.00086702	-0.000111009
-0.00132631	0.00105571
-0.000387294	0.00182065
0.000611701	0.0011593
0.000300785	1.23464e-17
-0.000881326	-9.21472e-05
-0.0013393	0.000961687
-0.000501645	0.00169885
0.000446474	0.00112904
0.000210357	4.7365e-05
-0.00087439	-8.93545e-05
-0.00134345	0.000863014
-0.000602383	0.00158342
0.000302736	0.00110172
0.000137008	8.91717e-05
-0.000861758	-8.96136e-05
-0.00134393	0.000773564
-0.000688901	0.0014835
0.000182652	0.0010825
8.44551e-05	0.000127952
-0.000838171	-9.49474e-05
-0.00133788	0.000685184
-0.000765452	0.0013883
7.53018e-05	0.0010647
4.11315e-05	0.000164433
-0.000810286	-0.000100424
-0.00132704	0.000601409
-0.000832982	0.00129781
-2.24534e-05	0.001047
2.45614e-06	0.000198888
-0.000781734	-0.000103872
-0.00131315	0.000524638
-0.000892213	0.00121349
-0.000111206	0.00103019
-3.20137e-05	0.000231845
-0.000752655	-0.000105238
-0.00129652	0.000454201
-0.000944172	0.00113447
-0.000192421	0.00101394
-6.33265e-05	0.000263593
-0.000723366	-0.000104416
-0.00127738	0.000389486
-0.000989691	0.00105982
-0.000267383	0.000997839
-9.24594e-05	0.000294277
-0.000694216	-0.000101331
