4	0
3.95635	0
3.82754	0
3.61981	0
3.34322	0
3.01111	0
2.63938	0
2.24569	0
1.84852	0
1.46624	0
1.11616	0
0.813647	0
0.571412	0
0.398872	0
0.301752	0
0.281864	0
0.337117	0
0.461728	0
0.646629	0
0.88005	0
1.14823	0
1.43621	0
1.72872	0
2.01098	0
2.26951	0
2.49286	0
2.67209	0
2.80128	0
2.87765	0
2.90162	0
2.87664	0
2.80883	0
2.70651	0
2.57956	0
2.43873	0
2.29491	0
2.15844	0
2.03838	0
1.94202	0
1.87439	0
1.838	0
1.83269	0
1.85578	0
1.90221	0
1.96501	0
2.03578	0
2.10534	0
2.16439	0
2.20418	0
2.21719	0
2.19773	0
2.14236	0
2.05023	0
1.92329	0
1.76617	0
1.58607	0
1.39236	0
1.19603	0
1.00908	0
0.843793	0
0.711949	0
0.624086	0
0.588787	0
0.612072	0
0.696918	0
0.842958	0
1.04636	0
1.29989	0
1.59323	0
1.9134	0
2.24541	0
2.57301	0
2.87956	0
3.14888	0
3.36619	0
3.51887	0
3.59726	0
3.59516	0
3.51029	0
3.34445	0
3.10348	0
2.79706	0
2.43824	0
2.0428	0
1.62844	0
1.21396	0
0.818236	0
0.45929	0
0.153368	0
-0.0858895	0
-0.248134	0
-0.32682	0
-0.31952	0
-0.228011	0
-0.0581482	0
0.18048	0
0.475092	0
0.81041	0
1.16949	0
1.53461	0
1.88823	0
2.21385	0
2.49689	0
2.72534	0
2.89039	0
2.98675	0
3.01284	0
2.97075	0
2.86599	0
2.70708	0
2.50497	0
2.27232	0
2.02274	0
1.76997	0
1.52709	0
1.3058	0
1.11576	0
0.964146	0
0.855309	0
0.790628	0
0.768574	0
0.784926	0
0.833167	0
0.905007	0
0.991013	0
1.08129	0
1.1662	0
1.237	0
1.28649	0
1.30949	0
1.30317	0
1.26728	0
1.20415	0
1.11852	0
1.01723	0
0.908773	0
0.802656	0
0.708787	0
0.636749	0
0.595115	0
0.590799	0
0.628515	0
0.710351	0
0.835511	0
1.00023	0
1.19788	0
1.41924	0
1.65299	0
1.88625	0
2.10535	0
2.29659	0
2.44706	0
2.5454	0
2.58257	0
2.55241	0
2.45213	0
2.28258	0
2.04831	0
1.75748	0
1.42147	0
1.05443	0
0.672533	0
0.293195	0
-0.0658228	0
-0.387345	0
-0.655691	0
-0.857518	0
-0.98255	0
-1.02415	0
-0.979721	0
-0.85084	0
-0.643253	0
-0.366585	0
-0.0338683	0
0.33911	0
