1295.7	0
-0.00039821	-1.49112e-05
0.0210999	-0.000127959
-0.000339515	-1.3968e-05
-0.000482917	-5.2207e-05
-0.000293298	-1.31342e-05
0.247877	-0.000276844
-7.00242e-05	-6.37763e-06
-2.27275e-05	-2.06039e-06
-1.78088e-05	3.86108e-07
-2.92825e-05	3.09873e-06
-0.00015163	9.7266e-06
-0.00354254	-3.27688e-05
-5.30028e-05	-5.30259e-06
-2.07227e-05	-1.60743e-06
-1.83531e-05	7.78276e-07
-3.45452e-05	3.71798e-06
-0.000271162	1.26992e-05
-0.000649601	-1.80464e-05
-4.20152e-05	-4.43851e-06
-1.93016e-05	-1.18295e-06
-1.93016e-05	1.18295e-06
-4.20152e-05	4.43851e-06
-0.000649601	1.80464e-05
-0.000271162	-1.26992e-05
-3.45452e-05	-3.71798e-06
-1.83531e-05	-7.78276e-07
-2.07227e-05	1.60743e-06
-5.30028e-05	5.30259e-06
-0.00354254	3.27688e-05
-0.00015163	-9.7266e-06
-2.92825e-05	-3.09873e-06
-1.78088e-05	-3.86108e-07
-2.27275e-05	2.06039e-06
-7.00242e-05	6.37763e-06
0.247877	0.000276844
0.247877	-0.000276844
-0.00019788	-1.1035e-05
0.0592489	-2.72004e-05
-0.00017753	-1.04912e-05
648.015	0.664695
-0.00016031	-9.99307e-06
0.0596437	-3.63125e-05
-6.65961e-05	-6.17975e-06
-2.23464e-05	-1.98249e-06
-1.78734e-05	4.50881e-07
-3.00423e-05	3.19622e-06
-0.00016495	1.01311e-05
-0.00235892	-2.8518e-05
-5.08427e-05	-5.14618e-06
-2.04489e-05	-1.53496e-06
-1.84817e-05	8.4467e-07
-3.56108e-05	3.83011e-06
-0.000305447	1.33625e-05
-0.000543617	-1.68615e-05
-4.05715e-05	-4.30983e-06
-1.9113e-05	-1.11434e-06
-1.95032e-05	1.25211e-06
-4.35543e-05	4.57113e-06
-0.000791123	1.94206e-05
-0.000242556	-1.20955e-05
-3.35398e-05	-3.60863e-06
-1.82357e-05	-7.12227e-07
-2.10125e-05	1.68068e-06
-5.53247e-05	5.46477e-06
-0.00592784	3.91789e-05
-0.000139943	-9.3491e-06
-2.85629e-05	-3.00326e-06
